gpu_name,url,graphics_processor.gpu_name,graphics_processor.gpu_variant,graphics_processor.architecture,graphics_processor.foundry,graphics_processor.process_size,graphics_processor.transistors,graphics_processor.die_size,graphics_card.release_date,graphics_card.availability,graphics_card.generation,graphics_card.predecessor,graphics_card.successor,graphics_card.production,graphics_card.launch_price,graphics_card.current_price,graphics_card.bus_interface,graphics_card.reviews,clock_speeds.base_clock,clock_speeds.boost_clock,clock_speeds.soc_clock,clock_speeds.uvd_clock,clock_speeds.memory_clock,memory.memory_size,memory.memory_type,memory.memory_bus,memory.bandwidth,render_config.shading_units,render_config.tmus,render_config.rops,render_config.compute_units,render_config.rt_cores,render_config.l0_cache,render_config.l1_cache,render_config.l2_cache,render_config.l3_cache,theoretical_performance.pixel_rate,theoretical_performance.texture_rate,theoretical_performance.fp16_(half)_performance,theoretical_performance.fp32_(float)_performance,theoretical_performance.fp64_(double)_performance,board_design.slot_width,board_design.length,board_design.width,board_design.height,board_design.tdp,board_design.suggested_psu,board_design.outputs,board_design.power_connectors,board_design.part_number,board_design.board_number,graphics_features.directx,graphics_features.opengl,graphics_features.opencl,graphics_features.vulkan,graphics_features.pixel_shader,graphics_features.vertex_shader
AMD Radeon 540 Mobile,https://www.techpowerup.com/gpu-specs/radeon-540-mobile.c3419,Lexa,"Lexa PRO
										
(215-0904018)",GCN 4.0,GlobalFoundries,14 nm,"2,200 million",103 mm²,"Mar 26th, 2019",,"Mobility Radeon
(M500)",Crystal System,,End-of-life,,,PCIe 3.0 x8,,1100 MHz,1124 MHz,,,"1500 MHz
										
					6 Gbps effective",2 GB,GDDR5,64 bit,48.00 GB/s,512,32,16,8,,,16 KB (per CU),256 KB,,17.98 GPixel/s,35.97 GTexel/s,"1,151 GFLOPS (1:1)","1,151 GFLOPS",71.94 GFLOPS (1:16),Dual-slot,,,,50 W,,No outputs,None,,,12 (12_0),4.6,2.1,1.2,,
AMD Radeon 540X Mobile,https://www.techpowerup.com/gpu-specs/radeon-540x-mobile.c3415,Lexa,"Lexa PRO
										
(215-0904018)",GCN 4.0,GlobalFoundries,14 nm,"2,200 million",103 mm²,"Feb 11th, 2019",,"Mobility Radeon
(M500X)",Crystal System,,End-of-life,,,PCIe 3.0 x8,,980 MHz,1095 MHz,,,"1000 MHz
										
					4 Gbps effective",2 GB,GDDR5,64 bit,32.00 GB/s,512,32,16,8,,,16 KB (per CU),512 KB,,17.52 GPixel/s,35.04 GTexel/s,"1,121 GFLOPS (1:1)","1,121 GFLOPS",70.08 GFLOPS (1:16),Dual-slot,,,,50 W,,No outputs,None,,,12 (12_0),4.6,2.1,1.2,,
AMD Radeon 610 Mobile,https://www.techpowerup.com/gpu-specs/radeon-610-mobile.c3423,Banks,"Banks PRO
										
(216-0568010)",GCN 1.0,TSMC,28 nm,690 million,56 mm²,"May 23rd, 2019",,"Mobility Radeon
(M600)",Crystal System,,End-of-life,,,PCIe 3.0 x8,,,,,,"1000 MHz
										
					4 Gbps effective",2 GB,GDDR5,64 bit,32.00 GB/s,320,20,8,5,,,16 KB (per CU),128 KB,,8.240 GPixel/s,20.60 GTexel/s,,659.2 GFLOPS,41.20 GFLOPS (1:16),IGP,,,,50 W,,No outputs,None,,,12 (11_1),4.6,1.2,1.2,,
AMD Radeon 620 Mobile,https://www.techpowerup.com/gpu-specs/radeon-620-mobile.c3421,Polaris 24,Polaris 24 XL,GCN 3.0,TSMC,28 nm,"1,550 million",125 mm²,"May 13th, 2019",,"Mobility Radeon
(M600)",Crystal System,,End-of-life,,,PCIe 3.0 x8,,730 MHz,1024 MHz,,,"900 MHz
										
					1800 Mbps effective",2 GB,DDR3,64 bit,14.40 GB/s,384,24,8,6,,,16 KB (per CU),128 KB,,8.192 GPixel/s,24.58 GTexel/s,786.4 GFLOPS (1:1),786.4 GFLOPS,49.15 GFLOPS (1:16),IGP,,,,50 W,,No outputs,None,,,12 (12_0),4.6,2.0,1.2,,
AMD Radeon 625 Mobile,https://www.techpowerup.com/gpu-specs/radeon-625-mobile.c3422,Polaris 24,"Polaris 24 XT
										
(216-0867030)",GCN 3.0,TSMC,28 nm,"1,550 million",125 mm²,"May 13th, 2019",,"Mobility Radeon
(M600)",Crystal System,,End-of-life,,,PCIe 3.0 x8,,730 MHz,1024 MHz,,,"900 MHz
										
					1800 Mbps effective",2 GB,DDR3,64 bit,14.40 GB/s,384,24,8,6,,,16 KB (per CU),128 KB,,8.192 GPixel/s,24.58 GTexel/s,786.4 GFLOPS (1:1),786.4 GFLOPS,49.15 GFLOPS (1:16),IGP,,,,50 W,,No outputs,None,,,12 (12_0),4.6,2.0,1.2,,
AMD Radeon 630 Mobile,https://www.techpowerup.com/gpu-specs/radeon-630-mobile.c3414,Polaris 23,Polaris 23 MXL,GCN 4.0,GlobalFoundries,14 nm,"2,200 million",103 mm²,"May 13th, 2019",,"Mobility Radeon
(M600)",Crystal System,,Active,,,PCIe 3.0 x8,,1082 MHz,1211 MHz,,,"1500 MHz
										
					6 Gbps effective",2 GB,GDDR5,128 bit,96.00 GB/s,512,32,16,8,,,16 KB (per CU),512 KB,,19.38 GPixel/s,38.75 GTexel/s,"1,240 GFLOPS (1:1)","1,240 GFLOPS",77.50 GFLOPS (1:16),Dual-slot,"145 mm
					5.7 inches",,,50 W,,1x DVI1x HDMI 2.0b1x DisplayPort 1.4a,None,,D090,12 (12_0),4.6,2.1,1.2,,
AMD Radeon E9390 PCIe,https://www.techpowerup.com/gpu-specs/radeon-e9390-pcie.c3617,Ellesmere,,GCN 4.0,GlobalFoundries,14 nm,"5,700 million",232 mm²,"Oct 15th, 2019",,"Embedded
(9000)",,,Active,,,PCIe 3.0 x16,,713 MHz,1089 MHz,,,"1250 MHz
										
					5 Gbps effective",8 GB,GDDR5,256 bit,160.0 GB/s,1792,112,32,28,,,16 KB (per CU),2 MB,,34.85 GPixel/s,122.0 GTexel/s,3.903 TFLOPS (1:1),3.903 TFLOPS,243.9 GFLOPS (1:16),Single-slot,"173 mm
					6.8 inches",,,75 W,,4x DisplayPort 1.4a,None,,C954-87,12 (12_0),4.6,2.1,1.2,,
AMD Radeon E9560 PCIe,https://www.techpowerup.com/gpu-specs/radeon-e9560-pcie.c3616,Ellesmere,,GCN 4.0,GlobalFoundries,14 nm,"5,700 million",232 mm²,"Oct 15th, 2019",,"Embedded
(9000)",,,Active,,,PCIe 3.0 x16,,1120 MHz,1237 MHz,,,"1750 MHz
										
					7 Gbps effective",8 GB,GDDR5,256 bit,224.0 GB/s,2304,144,32,36,,,16 KB (per CU),2 MB,,39.58 GPixel/s,178.1 GTexel/s,5.700 TFLOPS (1:1),5.700 TFLOPS,356.3 GFLOPS (1:16),Single-slot,"241 mm
					9.5 inches",,,130 W,,4x DisplayPort 1.4a,1x 6-pin,,C954-87,12 (12_0),4.6,2.1,1.2,,
AMD Radeon Pro 5300M,https://www.techpowerup.com/gpu-specs/radeon-pro-5300m.c3464,Navi 14,Navi 14 PROA,RDNA 1.0,TSMC,7 nm,"6,400 million",158 mm²,"Nov 13th, 2019",,"Radeon Pro Mac
(Navi Mobile)",,,Active,,,PCIe 4.0 x8,,1000 MHz,1250 MHz,,,"1500 MHz
										
					12 Gbps effective",4 GB,GDDR6,128 bit,192.0 GB/s,1280,80,32,20,,,,2 MB,,40.00 GPixel/s,100.0 GTexel/s,6.400 TFLOPS (2:1),3.200 TFLOPS,200.0 GFLOPS (1:16),,,,,85 W,,No outputs,None,,,12 (12_1),4.6,2.1,1.3,,
AMD Radeon Pro 5500M,https://www.techpowerup.com/gpu-specs/radeon-pro-5500m.c3463,Navi 14,Navi 14 ULA,RDNA 1.0,TSMC,7 nm,"6,400 million",158 mm²,"Nov 13th, 2019",,"Radeon Pro Mac
(Navi Mobile)",,,Active,,,PCIe 4.0 x8,,1000 MHz,1450 MHz,,,"1500 MHz
										
					12 Gbps effective",8 GB,GDDR6,128 bit,192.0 GB/s,1536,96,32,24,,,,2 MB,,46.40 GPixel/s,139.2 GTexel/s,8.909 TFLOPS (2:1),4.454 TFLOPS,278.4 GFLOPS (1:16),,,,,85 W,,No outputs,None,,,12 (12_1),4.6,2.1,1.3,,
AMD Radeon Pro 570X,https://www.techpowerup.com/gpu-specs/radeon-pro-570x.c3396,Polaris 20,Polaris 20,GCN 4.0,GlobalFoundries,14 nm,"5,700 million",232 mm²,"Mar 18th, 2019",,"Radeon Pro Mac
(500X Series)",,,Active,,,PCIe 3.0 x16,,1000 MHz,1105 MHz,,,"1700 MHz
										
					6.8 Gbps effective",4 GB,GDDR5,256 bit,217.6 GB/s,1792,112,32,28,,,16 KB (per CU),2 MB,,35.36 GPixel/s,123.8 GTexel/s,3.960 TFLOPS (1:1),3.960 TFLOPS,247.5 GFLOPS (1:16),IGP,,,,150 W,,No outputs,None,,,12 (12_0),4.6,2.1,1.2,,
AMD Radeon Pro 575X,https://www.techpowerup.com/gpu-specs/radeon-pro-575x.c3397,Polaris 20,"Polaris 20 XL
										
(215-0910052)",GCN 4.0,GlobalFoundries,14 nm,"5,700 million",232 mm²,"Mar 18th, 2019",,"Radeon Pro Mac
(500X Series)",,,Active,,,PCIe 3.0 x16,,,,,,"1700 MHz
										
					6.8 Gbps effective",4 GB,GDDR5,256 bit,217.6 GB/s,2048,128,32,32,,,16 KB (per CU),2 MB,,35.07 GPixel/s,140.3 GTexel/s,4.489 TFLOPS (1:1),4.489 TFLOPS,280.6 GFLOPS (1:16),IGP,,,,150 W,,No outputs,None,,,12 (12_0),4.6,2.1,1.2,,
AMD Radeon Pro 580X,https://www.techpowerup.com/gpu-specs/radeon-pro-580x.c3398,Ellesmere,"Ellesmere XTA
										
(216-0886220)",GCN 4.0,GlobalFoundries,14 nm,"5,700 million",232 mm²,"Mar 18th, 2019",,"Radeon Pro Mac
(500X Series)",,,Active,,,PCIe 3.0 x16,,1100 MHz,1200 MHz,,,"1710 MHz
										
					6.8 Gbps effective",8 GB,GDDR5,256 bit,218.9 GB/s,2304,144,32,36,,,16 KB (per CU),2 MB,,38.40 GPixel/s,172.8 GTexel/s,5.530 TFLOPS (1:1),5.530 TFLOPS,345.6 GFLOPS (1:16),IGP,,,,185 W,,2x HDMI 2.0b,None,,,12 (12_0),4.6,2.1,1.2,,
AMD Radeon Pro Vega 48,https://www.techpowerup.com/gpu-specs/radeon-pro-vega-48.c3395,Vega 10,Vega 10 PRO,GCN 5.0,GlobalFoundries,14 nm,"12,500 million",495 mm²,"Mar 19th, 2019",,"Radeon Pro Mac
(Vega Series)",,,Active,,,PCIe 3.0 x16,,,,,,"786 MHz
										
					1572 Mbps effective",8 GB,HBM2,2048 bit,402.4 GB/s,3072,192,64,48,,,16 KB (per CU),4 MB,,76.80 GPixel/s,230.4 GTexel/s,14.75 TFLOPS (2:1),7.373 TFLOPS,460.8 GFLOPS (1:16),IGP,,,,unknown,,No outputs,None,,,12 (12_1),4.6,2.1,1.2,,
AMD Radeon Pro Vega 64X,https://www.techpowerup.com/gpu-specs/radeon-pro-vega-64x.c3404,Vega 10,"Vega 10 XT
										
(215-0894200)",GCN 5.0,GlobalFoundries,14 nm,"12,500 million",495 mm²,"Mar 19th, 2019",,"Radeon Pro Mac
(Vega Series)",,,Active,,,PCIe 3.0 x16,,1250 MHz,1468 MHz,,,"1000 MHz
										
					2 Gbps effective",16 GB,HBM2,2048 bit,512.0 GB/s,4096,256,64,64,,,16 KB (per CU),4 MB,,93.95 GPixel/s,375.8 GTexel/s,24.05 TFLOPS (2:1),12.03 TFLOPS,751.6 GFLOPS (1:16),IGP,,,,250 W,,No outputs,None,,,12 (12_1),4.6,2.1,1.2,,
AMD Radeon Pro W5300M,https://www.techpowerup.com/gpu-specs/radeon-pro-w5300m.c3477,Navi 14,Navi 14 PRO XLM,RDNA 1.0,TSMC,7 nm,"6,400 million",158 mm²,"Nov 13th, 2019",,"Radeon Pro Mobile
(W5x00M)",,,Active,,,PCIe 4.0 x8,,1000 MHz,1250 MHz,,,"1500 MHz
										
					12 Gbps effective",4 GB,GDDR6,128 bit,192.0 GB/s,1280,80,32,20,,,,2 MB,,40.00 GPixel/s,100.0 GTexel/s,6.400 TFLOPS (2:1),3.200 TFLOPS,200.0 GFLOPS (1:16),,,,,85 W,,No outputs,None,,,12 (12_1),4.6,2.1,1.3,,
AMD Radeon Pro WX 3200 Mobile,https://www.techpowerup.com/gpu-specs/radeon-pro-wx-3200-mobile.c3461,Polaris 23,Polaris 23 XT GLM,GCN 4.0,GlobalFoundries,14 nm,"2,200 million",103 mm²,"Jul 2nd, 2019",,"Radeon Pro Mobile
(WX x200)",,,Active,,,PCIe 3.0 x8,,,,,,"1000 MHz
										
					4 Gbps effective",4 GB,GDDR5,128 bit,64.00 GB/s,640,32,16,10,,,16 KB (per CU),512 KB,,17.31 GPixel/s,34.62 GTexel/s,"1,385 GFLOPS (1:1)","1,385 GFLOPS",86.56 GFLOPS (1:16),MXM Module,,,,65 W,,4x mini-DisplayPort 1.4a,None,,,12 (12_0),4.6,2.1,1.2,,
AMD Radeon RX 5300M,https://www.techpowerup.com/gpu-specs/radeon-rx-5300m.c3462,Navi 14,Navi 14 XLM,RDNA 1.0,TSMC,7 nm,"6,400 million",158 mm²,"Nov 13th, 2019",,"Mobility Radeon
(Navi)",Crystal System,,Active,,,PCIe 4.0 x8,,1000 MHz,1445 MHz,,,"1750 MHz
										
					14 Gbps effective",3 GB,GDDR6,96 bit,168.0 GB/s,1408,88,32,22,,,,2 MB,,46.24 GPixel/s,127.2 GTexel/s,8.138 TFLOPS (2:1),4.069 TFLOPS,254.3 GFLOPS (1:16),,,,,85 W,,No outputs,None,,,12 (12_1),4.6,2.1,1.3,,
AMD Radeon RX 5500M,https://www.techpowerup.com/gpu-specs/radeon-rx-5500m.c3460,Navi 14,Navi 14 XTM,RDNA 1.0,TSMC,7 nm,"6,400 million",158 mm²,"Oct 7th, 2019",,"Mobility Radeon
(Navi)",Crystal System,,Active,,,PCIe 4.0 x8,,1375 MHz,1645 MHz,,,"1750 MHz
										
					14 Gbps effective",4 GB,GDDR6,128 bit,224.0 GB/s,1408,88,32,22,,,,2 MB,,52.64 GPixel/s,144.8 GTexel/s,9.265 TFLOPS (2:1),4.632 TFLOPS,289.5 GFLOPS (1:16),,,,,85 W,,No outputs,None,,,12 (12_1),4.6,2.1,1.3,,
AMD Radeon RX 560X Mobile,https://www.techpowerup.com/gpu-specs/radeon-rx-560x-mobile.c3357,Polaris 31,Polaris 31 MXL,GCN 4.0,GlobalFoundries,14 nm,"3,000 million",123 mm²,"Jan 9th, 2019",,"Mobility Radeon
(RX M500X)",Crystal System,,Active,,,PCIe 3.0 x16,,,,,,"1750 MHz
										
					7 Gbps effective",4 GB,GDDR5,128 bit,112.0 GB/s,896,56,16,14,,,16 KB (per CU),1024 KB,,19.57 GPixel/s,68.49 GTexel/s,2.192 TFLOPS (1:1),2.192 TFLOPS,137.0 GFLOPS (1:16),IGP,,,,65 W,,No outputs,None,,,12 (12_0),4.6,2.1,1.2,,
AMD Radeon RX 640 Mobile,https://www.techpowerup.com/gpu-specs/radeon-rx-640-mobile.c3413,Polaris 23,Polaris 23 XT,GCN 4.0,GlobalFoundries,14 nm,"2,200 million",103 mm²,"May 13th, 2019",,"Mobility Radeon
(M600)",Crystal System,,Active,,,PCIe 3.0 x8,,1082 MHz,1218 MHz,,,"1500 MHz
										
					6 Gbps effective",2 GB,GDDR5,64 bit,48.00 GB/s,640,40,16,10,,,16 KB (per CU),512 KB,,19.49 GPixel/s,48.72 GTexel/s,1.559 TFLOPS (1:1),1.559 TFLOPS,97.44 GFLOPS (1:16),Dual-slot,,,,50 W,,No outputs,None,,,12 (12_0),4.6,2.1,1.2,,
AMD Radeon RX Vega 11 Mobile,https://www.techpowerup.com/gpu-specs/radeon-rx-vega-11-mobile.c3597,Picasso,,GCN 5.0,GlobalFoundries,14 nm,"4,940 million",210 mm²,"Oct 22nd, 2019",,"Picasso
(Vega Mobile)",Raven Ridge,Renoir,Active,,,IGP,,300 MHz,1400 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,704,44,8,11,,,,,,11.20 GPixel/s,61.60 GTexel/s,3.942 TFLOPS (2:1),1.971 TFLOPS,123.2 GFLOPS (1:16),IGP,,,,15 W,,No outputs,,,,12 (12_1),4.6,2.1,1.2,,
AMD Radeon Vega 10 Mobile,https://www.techpowerup.com/gpu-specs/radeon-vega-10-mobile.c3591,Picasso,,GCN 5.0,GlobalFoundries,14 nm,"4,940 million",210 mm²,"Jan 6th, 2019",,"Picasso
(Vega Mobile)",Raven Ridge,Renoir,Active,,,IGP,,300 MHz,1400 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,640,40,8,10,,,,,,11.20 GPixel/s,56.00 GTexel/s,3.584 TFLOPS (2:1),1.792 TFLOPS,112.0 GFLOPS (1:16),IGP,,,,15 W,,No outputs,,,,12 (12_1),4.6,2.1,1.2,,
AMD Radeon Vega 10 Mobile,https://www.techpowerup.com/gpu-specs/radeon-vega-10-mobile.c3288,Raven,,GCN 5.0,GlobalFoundries,14 nm,"4,940 million",210 mm²,"Jan 8th, 2019",,"Raven Ridge
(Vega Mobile)",Stoney Ridge,Picasso,Active,,,IGP,,300 MHz,1301 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,640,40,8,10,,,,,,10.41 GPixel/s,52.04 GTexel/s,3.331 TFLOPS (2:1),1.665 TFLOPS,104.1 GFLOPS (1:16),IGP,,,,10 W,,No outputs,None,,,12 (12_1),4.6,2.1,1.2,,
AMD Radeon Vega 10 Mobile,https://www.techpowerup.com/gpu-specs/radeon-vega-10-mobile.c3598,Picasso,,GCN 5.0,GlobalFoundries,14 nm,"4,940 million",210 mm²,"Apr 8th, 2019",,"Picasso
(Vega Mobile)",Raven Ridge,Renoir,Active,,,IGP,,300 MHz,1400 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,640,40,8,10,,,,,,11.20 GPixel/s,56.00 GTexel/s,3.584 TFLOPS (2:1),1.792 TFLOPS,112.0 GFLOPS (1:16),IGP,,,,15 W,,No outputs,,,,12 (12_1),4.6,2.1,1.2,,
AMD Radeon Vega 3 Mobile,https://www.techpowerup.com/gpu-specs/radeon-vega-3-mobile.c3655,Picasso,,GCN 5.0,GlobalFoundries,14 nm,"4,940 million",210 mm²,"Jan 6th, 2019",,"Picasso
(Vega Mobile)",Raven Ridge,Renoir,Active,,,IGP,,300 MHz,1001 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,192,12,4,3,,,,,,4.004 GPixel/s,12.01 GTexel/s,768.8 GFLOPS (2:1),384.4 GFLOPS,24.02 GFLOPS (1:16),IGP,,,,15 W,,No outputs,,,,12 (12_1),4.6,2.1,1.2,,
AMD Radeon Vega 6 Mobile,https://www.techpowerup.com/gpu-specs/radeon-vega-6-mobile.c3384,Raven,,GCN 5.0,GlobalFoundries,14 nm,"4,940 million",210 mm²,"Jan 8th, 2019",,"Raven Ridge
(Vega Mobile)",Stoney Ridge,Picasso,Active,,,IGP,,300 MHz,1101 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,384,24,8,6,,,,,,8.808 GPixel/s,26.42 GTexel/s,1.691 TFLOPS (2:1),845.6 GFLOPS,52.85 GFLOPS (1:16),IGP,,,,15 W,,No outputs,,,,12 (12_1),4.6,2.1,1.2,,
AMD Radeon Vega 6 Mobile,https://www.techpowerup.com/gpu-specs/radeon-vega-6-mobile.c3615,Picasso,,GCN 5.0,GlobalFoundries,14 nm,"4,940 million",210 mm²,"Jan 6th, 2019",,"Picasso
(Vega Mobile)",Raven Ridge,Renoir,Active,,,IGP,,300 MHz,1200 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,384,24,8,6,,,,,,9.600 GPixel/s,28.80 GTexel/s,1.843 TFLOPS (2:1),921.6 GFLOPS,57.60 GFLOPS (1:16),IGP,,,,15 W,,No outputs,,,,12 (12_1),4.6,2.1,1.2,,
AMD Radeon Vega 8 Mobile,https://www.techpowerup.com/gpu-specs/radeon-vega-8-mobile.c3596,Picasso,,GCN 5.0,GlobalFoundries,14 nm,"4,940 million",210 mm²,"Apr 8th, 2019",,"Picasso
(Vega Mobile)",Raven Ridge,Renoir,Active,,,IGP,,300 MHz,1200 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,512,32,8,8,,,,,,9.600 GPixel/s,38.40 GTexel/s,2.458 TFLOPS (2:1),"1,229 GFLOPS",76.80 GFLOPS (1:16),IGP,,,,15 W,,No outputs,,,,12 (12_1),4.6,2.1,1.2,,
AMD Radeon Vega 8 Mobile,https://www.techpowerup.com/gpu-specs/radeon-vega-8-mobile.c3289,Raven,,GCN 5.0,GlobalFoundries,14 nm,"4,940 million",210 mm²,"Jan 8th, 2019",,"Raven Ridge
(Vega Mobile)",Stoney Ridge,Picasso,Active,,,IGP,,300 MHz,1101 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,512,32,8,8,,,,,,8.808 GPixel/s,35.23 GTexel/s,2.255 TFLOPS (2:1),"1,127 GFLOPS",70.46 GFLOPS (1:16),IGP,,,,35 W,,No outputs,None,,,12 (12_1),4.6,2.1,1.2,,
AMD Radeon Vega 8 Mobile,https://www.techpowerup.com/gpu-specs/radeon-vega-8-mobile.c3360,Picasso,,GCN 5.0,GlobalFoundries,14 nm,"4,940 million",210 mm²,"Jan 6th, 2019",,"Picasso
(Vega Mobile)",Raven Ridge,Renoir,Active,,,IGP,,300 MHz,1200 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,512,32,8,8,,,,,,9.600 GPixel/s,38.40 GTexel/s,2.458 TFLOPS (2:1),"1,229 GFLOPS",76.80 GFLOPS (1:16),IGP,,,,15 W,,No outputs,,,,12 (12_1),4.6,2.1,1.2,,
AMD Radeon Vega 9 Mobile,https://www.techpowerup.com/gpu-specs/radeon-vega-9-mobile.c3614,Picasso,,GCN 5.0,GlobalFoundries,14 nm,"4,940 million",210 mm²,"Oct 22nd, 2019",,"Picasso
(Vega Mobile)",Raven Ridge,Renoir,Active,,,IGP,,300 MHz,1300 MHz,,,System Shared,System Shared,System Shared,System Shared,System Dependent,576,36,8,9,,,,,,10.40 GPixel/s,46.80 GTexel/s,2.995 TFLOPS (2:1),"1,498 GFLOPS",93.60 GFLOPS (1:16),IGP,,,,15 W,,No outputs,,,,12 (12_1),4.6,2.1,1.2,,
AMD AeroBox GPU,https://www.techpowerup.com/gpu-specs/aerobox-gpu.c3648,Kryptos,,GCN 1.0,TSMC,16 nm,unknown,unknown,"Mar 13th, 2020",,"Console GPU
(Chuwi)",,,End-of-life,,,,,935 MHz,985 MHz,,,"1066 MHz
										
					2.1 Gbps effective",8 GB,DDR3,256 bit,68.22 GB/s,896,56,16,14,,,,,,15.76 GPixel/s,55.16 GTexel/s,3.530 TFLOPS (2:1),1.765 TFLOPS,110.3 GFLOPS (1:16),,"289 mm
					11.4 inches","238 mm
					9.4 inches","56 mm
					2.2 inches",100 W,,No outputs,,,,12 (11_1),N/A,1.2,1.2,,
AMD Atari VCS 400 GPU,https://www.techpowerup.com/gpu-specs/atari-vcs-400-gpu.c3738,Banded Kestrel,,GCN 5.0,GlobalFoundries,14 nm,"4,940 million",210 mm²,"Dec 14th, 2020",,"Console GPU
(Atari)",,,Active,249 USD,,,,300 MHz,1201 MHz,,,"1200 MHz
										
					2.4 Gbps effective",4 GB,DDR4,128 bit,38.40 GB/s,192,12,4,3,,,,,,4.804 GPixel/s,14.41 GTexel/s,922.4 GFLOPS (2:1),461.2 GFLOPS,28.82 GFLOPS (1:16),,"295 mm
					11.6 inches","150 mm
					5.9 inches","48 mm
					1.9 inches",15 W,,No outputs,None,,,12 (12_1),4.6,2.1,1.2,,
AMD Atari VCS 800 GPU,https://www.techpowerup.com/gpu-specs/atari-vcs-800-gpu.c3654,Banded Kestrel,,GCN 5.0,GlobalFoundries,14 nm,"4,940 million",210 mm²,"Dec 14th, 2020",,"Console GPU
(Atari)",,,Active,399 USD,,,,300 MHz,1201 MHz,,,"1200 MHz
										
					2.4 Gbps effective",8 GB,DDR4,128 bit,38.40 GB/s,192,12,4,3,,,,,,4.804 GPixel/s,14.41 GTexel/s,922.4 GFLOPS (2:1),461.2 GFLOPS,28.82 GFLOPS (1:16),,"295 mm
					11.6 inches","150 mm
					5.9 inches","48 mm
					1.9 inches",15 W,,No outputs,None,,,12 (12_1),4.6,2.1,1.2,,
AMD Playstation 5 GPU,https://www.techpowerup.com/gpu-specs/playstation-5-gpu.c3480,Oberon,CXD90044GB,RDNA 2.0,TSMC,7 nm,"10,600 million",308 mm²,"Nov 12th, 2020",,"Console GPU
(Sony)",,,Active,499 USD,,,,,,,,"1750 MHz
										
					14 Gbps effective",16 GB,GDDR6,256 bit,448.0 GB/s,2304,144,64,36,,,,4 MB,,142.9 GPixel/s,321.6 GTexel/s,20.58 TFLOPS (2:1),10.29 TFLOPS,643.1 GFLOPS (1:16),,"390 mm
					15.4 inches","260 mm
					10.2 inches","104 mm
					4.1 inches",180 W,,No outputs,None,,,N/A,4.6,1.2,1.2,,
AMD Radeon Instinct MI100,https://www.techpowerup.com/gpu-specs/radeon-instinct-mi100.c3496,Arcturus,Arcturus XL,CDNA 1.0,TSMC,7 nm,"25,600 million",750 mm²,"Nov 16th, 2020",,"Radeon Instinct
(MIx)",,,Active,,,PCIe 4.0 x16,,1000 MHz,1502 MHz,1091 MHz,1403 MHz,"1200 MHz
										
					2.4 Gbps effective",32 GB,HBM2,4096 bit,"1,229 GB/s",7680,480,64,120,,,16 KB (per CU),8 MB,,96.13 GPixel/s,721.0 GTexel/s,184.6 TFLOPS (8:1),23.07 TFLOPS,11.54 TFLOPS (1:2),Dual-slot,"267 mm
					10.5 inches","111 mm
					4.4 inches",,300 W,700 W,No outputs,2x 8-pin,,109-D05187,N/A,N/A,2.1,N/A,,
AMD Radeon Pro 5300,https://www.techpowerup.com/gpu-specs/radeon-pro-5300.c3665,Navi 14,Navi 14 PRO XE,RDNA 1.0,TSMC,7 nm,"6,400 million",158 mm²,"Aug 4th, 2020",,"Radeon Pro Mac
(Navi Series)",,,Active,,,PCIe 4.0 x8,,1000 MHz,1650 MHz,,,"1750 MHz
										
					14 Gbps effective",4 GB,GDDR6,128 bit,224.0 GB/s,1280,80,32,20,,,,2 MB,,52.80 GPixel/s,132.0 GTexel/s,8.448 TFLOPS (2:1),4.224 TFLOPS,264.0 GFLOPS (1:16),IGP,,,,85 W,250 W,No outputs,None,,,12 (12_1),4.6,2.1,1.3,,
AMD Radeon Pro 5500 XT,https://www.techpowerup.com/gpu-specs/radeon-pro-5500-xt.c3664,Navi 14,Navi 14 PRO XL,RDNA 1.0,TSMC,7 nm,"6,400 million",158 mm²,"Aug 4th, 2020",,"Radeon Pro Mac
(Navi Series)",,,Active,,,PCIe 4.0 x8,,1187 MHz,1757 MHz,,,"1750 MHz
										
					14 Gbps effective",8 GB,GDDR6,128 bit,224.0 GB/s,1536,96,32,24,,,,2 MB,,56.22 GPixel/s,168.7 GTexel/s,10.80 TFLOPS (2:1),5.398 TFLOPS,337.3 GFLOPS (1:16),IGP,,,,125 W,300 W,No outputs,None,,,12 (12_1),4.6,2.1,1.3,,
